title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
Appaloosa,2008-09-19,"['Drama', 'Western', 'Crime']",English,6.6,867,10.565,20000000,"['New Line Cinema', 'Axon Films', 'Groundswell Productions']",20211394,115,211394
My Cousin Vinny,1992-03-13,['Comedy'],English,7.5,1291,16.92,11000000,"['Palo Vista Productions', 'Peter V. Miller Investment Corp.', '20th Century Fox', 'Dale Launer Production']",64088552,120,53088552
Dirty Rotten Scoundrels,1988-12-14,"['Crime', 'Comedy']",English,7.1,718,11.713,0,['Orion Pictures'],42039085,110,42039085
Ingrid Goes West,2017-08-11,"['Comedy', 'Drama']",English,6.4,834,11.821,0,"['Star Thrower Entertainment', '141 Entertainment', 'Mighty Engine']",24931915,97,24931915
Line of Duty,2019-12-25,"['Thriller', 'Crime']",English,5.9,265,12.077,0,"['The Solution', 'Sprockefeller Pictures']",0,98,0
Out of the Dark,2014-08-27,"['Thriller', 'Horror']",English,5.0,147,10.068,0,"['Participant', 'Imagenation Abu Dhabi FZ', 'Dynamo', 'Apaches Entertainment', 'XYZ Films', 'Fast Producciones', 'Cactus Flower']",0,92,0
The Monster Squad,1987-08-14,"['Comedy', 'Action', 'Fantasy']",English,6.7,481,13.062,12000000,"['TriStar Pictures', 'Keith Barish Productions', 'TAFT Entertainment Pictures', 'HBO']",3769990,82,-8230010
Bad Country,2014-09-26,"['Drama', 'Action', 'Crime']",English,5.6,155,12.567,0,"['Wilmor Entertainment', 'Mandalay Vision', 'CB Productions', 'ANA Media']",0,95,0
Beauty Shop,2005-04-22,"['Comedy', 'Romance']",English,6.2,438,10.813,25000000,['Metro-Goldwyn-Mayer'],36351350,105,11351350
Wild Things: Foursome,2010-06-01,"['Crime', 'Drama', 'Mystery']",English,5.4,78,13.905,0,"['Stage 6 Films', 'RCR Media Group', 'Mandalay Pictures', 'SG Productions']",0,92,0
Barb Wire,1996-05-02,"['Science Fiction', 'Action']",English,4.0,342,11.312,0,"['PolyGram Filmed Entertainment', 'Propaganda Films', 'Dark Horse Entertainment']",3793614,98,3793614
Blind Date,2015-05-06,"['Comedy', 'Romance', 'Drama']",French,6.5,511,9.317,0,['Cine Nominé'],0,90,0
Air Strike,2018-10-26,"['War', 'Action', 'Adventure', 'Drama']",English,4.8,201,15.572,65000000,"['Origin Artistic', 'Shanghai Film Group', 'China Film Group Corporation']",0,120,-65000000
Survival of the Dead,2010-05-06,"['Comedy', 'Horror', 'Thriller']",English,4.9,399,10.765,4000000,"['Blank of the Dead Productions', 'Devonshire Productions', 'New Romero', 'Sudden Storm Productions']",0,90,-4000000
Who You Think I Am,2019-02-27,"['Drama', 'Romance']",French,6.5,282,14.823,0,['Diaphana Films'],0,102,0
Short Circuit 2,1988-07-06,"['Comedy', 'Family', 'Science Fiction', 'Drama']",English,6.1,497,13.561,10000000,"['David Foster Productions', 'TriStar Pictures']",21630088,110,11630088
"It's Christmastime Again, Charlie Brown",1992-11-27,"['Animation', 'TV Movie', 'Family']",English,6.1,67,12.821,0,"['Lee Mendelson Film Productions', 'Bill Melendez Productions', 'Charles M. Schulz Creative Associates', 'United Media Productions']",0,22,0
Equals,2015-07-15,"['Drama', 'Romance', 'Science Fiction']",English,6.1,1261,12.816,16000000,"['Scott Free Productions', 'Infinite Studios', 'Freedom Media', 'Route One Entertainment']",2084628,102,-13915372
Tulip Fever,2017-07-13,"['Drama', 'Romance']",English,6.6,626,12.819,25000000,"['Paramount', 'Ruby Films', 'Worldview Entertainment', 'The Weinstein Company']",9204549,107,-15795451
Dead Snow 2: Red vs. Dead,2014-02-12,"['Horror', 'Action', 'Comedy']",Norwegian,6.6,536,10.065,0,"['The Fyzz', 'Sagafilm', 'Tappeluft Pictures', 'XYZ Films']",37473,100,37473
Chained,2012-10-02,"['Horror', 'Thriller', 'Crime']",English,6.7,387,10.064,0,"['RGB Productions', 'Envision Media Arts']",0,94,0
The Last Dragonslayer,2016-12-25,"['Adventure', 'Comedy', 'Fantasy']",English,5.9,42,11.827,0,['Blueprint Pictures'],0,101,0
The Leopard,1963-03-28,['Drama'],Italian,7.7,673,10.311,0,"['Titanus', 'S.G.C.', 'Société Nouvelle Pathé Cinéma']",0,186,0
Benediction,2021-12-23,"['Drama', 'History', 'War']",English,6.5,38,11.487,0,"['Bankside Films', 'BBC Film', 'British Film Institute (BFI)', 'Creative England', 'EMU Films', 'M.Y.R.A. Entertainment']",847418,137,847418
Happening,2021-11-24,"['Drama', 'History']",French,7.2,283,10.095,0,"['France 3 Cinéma', 'Rectangle Productions', 'Srab Films', 'Wild Bunch']",0,100,0
Love Clinic,2015-05-07,"['Drama', 'Comedy']",Korean,6.8,10,11.365,0,"['WAW Pictures', 'Showbox']",0,101,0
Columbus,2017-08-04,['Drama'],English,7.0,314,9.817,700000,"['Nonetheless Productions', 'Depth of Field', 'Superlative Films']",1015744,105,315744
The Perfection,2018-09-20,"['Horror', 'Thriller', 'Drama']",English,6.5,1194,14.819,0,"['Capstone Pictures', 'Miramax']",0,90,0
Orgazmo,1998-07-02,['Comedy'],English,6.2,359,13.06,1000000,"['Kuzui Enterprises', 'Avenging Conscience', 'October Films']",602302,94,-397698
Nothing but Trouble,1991-02-14,"['Comedy', 'Adventure']",English,5.2,294,11.309,40000000,"['Applied Action', 'Warner Bros. Pictures']",8479793,94,-31520207
Everly,2014-09-20,"['Thriller', 'Action']",English,5.5,529,13.814,0,"['Dimension Films', 'Crime Scene Pictures', 'RADiUS-TWC', 'Vega Baby', 'Anonymous Content']",358156,93,358156
Hellraiser: Deader,2005-06-07,"['Horror', 'Mystery', 'Thriller']",English,4.6,265,12.56,4000000,"['Dimension Films', 'Stan Winston Productions', 'Neo Art & Logic', 'Castel Film']",0,88,-4000000
The World's Fastest Indian,2005-10-12,"['Drama', 'Adventure', 'History']",English,7.6,604,13.311,25000000,"['New Zealand Film Commission', '2929 Productions', 'OLC / Rights Entertainment', 'Tanlay', 'New Zealand Film Production Fund', '3 Dogs & a Pony', 'Park Road Post', 'WFI Productions Ltd.']",0,127,-25000000
My Life as a Zucchini,2016-09-22,"['Animation', 'Comedy', 'Drama', 'Family', 'Romance']",French,7.8,1167,10.565,8000000,"['Gébéka Films', 'Rita Productions', 'Blue Spirit', 'KNM', 'RTS', 'SRG SSR', 'Auvergne-Rhône-Alpes Cinéma', 'France 3 Cinéma', 'Hélium Films']",5873256,66,-2126744
Into the Blue 2: The Reef,2009-04-21,"['Action', 'Adventure', 'Thriller']",English,5.3,124,15.06,0,"['MGM Home Entertainment', 'Mandalay Pictures', 'Brookwell-McNamara Entertainment', 'Metro-Goldwyn-Mayer']",0,92,0
Black Dog,1998-05-01,['Action'],English,6.3,209,16.876,30000000,['Universal Pictures'],12951088,88,-17048912
Black Christmas,2006-12-15,"['Horror', 'Thriller', 'Mystery']",English,5.2,461,10.56,9000000,"['Dimension Films', 'Metro-Goldwyn-Mayer', '2929 Productions', 'Hard Eight Pictures', 'Movie Central', 'Corus Entertainment']",21510851,95,12510851
Henry & June,1990-09-28,['Romance'],English,6.2,156,12.558,0,"['Universal Pictures', 'Walrus & Associates']",11567449,136,11567449
The Silence of the Marsh,2019-11-08,['Thriller'],Spanish,5.3,213,11.322,0,['Zeta Cinema'],0,92,0
The Double,2011-10-27,"['Action', 'Drama', 'Crime']",English,5.8,578,16.873,17000000,"['Industry Entertainment', 'Imagenation Abu Dhabi FZ', 'Agent Two', 'Brandt/Haas Productions', 'Hyde Park Films']",4729855,98,-12270145
The Jacket,2005-03-04,"['Thriller', 'Mystery', 'Drama', 'Science Fiction', 'Fantasy']",English,6.9,1302,11.309,29000000,"['Warner Independent Pictures (WIP)', 'Section Eight', 'Mandalay Pictures', 'VIP Medienfonds 3', '2929 Productions', 'Rising Star', 'VIP 2 Medienfonds']",21733230,103,-7266770
The Hunger,1983-04-29,"['Horror', 'Drama']",English,6.6,456,10.808,0,"['Metro-Goldwyn-Mayer', 'The Richard Shepherd Company']",5979292,97,5979292
Barton Fink,1991-08-01,"['Comedy', 'Drama', 'Thriller', 'Mystery']",English,7.5,1444,13.557,9000000,"['Working Title Films', 'Circle Films', '20th Century Fox']",6153939,117,-2846061
Baggio: The Divine Ponytail,2021-05-26,['Drama'],Italian,6.4,382,11.833,0,"['Fabula Pictures', 'RTI - Reti Televisive Italiane']",0,91,0
Nothing But the Truth,2008-12-19,"['Drama', 'Thriller']",English,6.9,404,13.808,11500000,"['Battleplan Productions', 'Yari Film Group']",409832,108,-11090168
Dhoom 2,2006-11-24,"['Drama', 'Action', 'Thriller', 'Crime']",Hindi,6.6,205,11.558,11000000,['Yash Raj Films'],46396427,147,35396427
The Great Raid,2005-08-12,"['Action', 'History', 'War']",English,6.6,304,15.558,80000000,"['Lawrence Bender Productions', 'Marty Katz Productions']",10166502,132,-69833498
Detention,2019-09-20,"['Horror', 'Mystery', 'Thriller']",Chinese,6.7,93,9.359,0,"['1 Production Film', 'Lots Home Entertainment', 'Filmagic Pictures', 'Gamania Digital Entertainment', 'Warner Bros. Pictures', 'Truffle Holdings', 'Mandarin Vision', 'Taipei Film Commission', 'Kaohsiung Film Fund']",0,102,0
Unfinished Business,2015-03-05,['Comedy'],English,5.4,724,8.811,35000000,"['Studio Babelsberg', 'Regency Enterprises', 'New Regency Pictures', 'Escape Artists']",14431253,91,-20568747
Ice Station Zebra,1968-10-23,"['Action', 'Adventure', 'Thriller']",English,6.2,136,10.807,8000000,"['Filmways Pictures', 'Metro-Goldwyn-Mayer']",0,148,-8000000
6-Headed Shark Attack,2018-08-18,"['Horror', 'Action', 'Science Fiction', 'TV Movie']",English,5.0,69,12.386,0,['The Asylum'],0,89,0
License to Drive,1988-07-06,"['Comedy', 'Family']",English,6.5,310,12.306,8000000,"['Davis Entertainment', '20th Century Fox']",0,90,-8000000
11:14,2003-09-05,"['Crime', 'Drama', 'Thriller', 'Mystery']",English,6.8,718,12.807,6000000,"['Media 8 Entertainment', 'MDP Worldwide', 'Firm Films']",0,86,-6000000
She Will,2022-07-15,"['Thriller', 'Horror', 'Drama']",English,5.5,38,13.259,0,"['Popcorn Group', 'Pressman Film', 'Intermission Film', 'Filmgate Films', 'RocketScience']",40958,95,40958
Battlefield Earth,2000-05-12,"['Action', 'Adventure', 'Comedy', 'Science Fiction']",English,3.2,712,12.306,73000000,"['Morgan Creek Productions', 'Franchise Pictures', 'JTP Films', 'Battlefield Productions', 'Warner Bros. Pictures']",29000000,117,-44000000
Marnie,1964-07-17,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",English,7.2,952,15.806,2135000,"['Universal Pictures', 'Alfred J. Hitchcock Productions']",7000000,130,4865000
Playhouse,2020-11-17,"['Horror', 'Thriller']",English,5.3,30,10.975,0,['Far North Film'],0,87,0
Bowling for Columbine,2002-10-09,"['Documentary', 'Drama']",English,7.5,1354,12.456,4000000,"['Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG', 'Alliance Atlantis', 'Dog Eat Dog Films', 'Iconolatry Productions Inc.', 'Salter Street Films International', 'TiMe Film- und TV-Produktions GmbH', 'United Broadcasting Inc.', 'United Artists', 'Metro-Goldwyn-Mayer']",35564473,120,31564473
Monster Hunt 2,2018-02-16,"['Adventure', 'Comedy', 'Fantasy']",Chinese,6.8,106,11.564,0,['EDKO Films'],361682618,110,361682618
When in Rome,2010-01-29,"['Comedy', 'Fantasy', 'Romance']",English,6.0,1107,12.308,55000000,"['Krasnoff / Foster Entertainment', 'Touchstone Pictures', 'Film Production Consultants']",43042835,91,-11957165
Lucas,1986-03-28,"['Comedy', 'Drama', 'Romance']",English,6.7,190,11.054,6000000,"['20th Century Fox', 'Lawrence Gordon Productions']",8200000,108,2200000
The Protector,1985-07-11,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",English,6.1,152,10.804,0,"['Orange Sky Golden Harvest', 'Golden Way Films Ltd.', 'Eurasia Investments']",0,91,0
Charlotte's Web,1973-03-01,"['Family', 'Music', 'Animation', 'Drama', 'Comedy']",English,6.7,325,12.554,0,"['Paramount', 'Hanna-Barbera Productions', 'Sagittarius Productions']",5232000,94,5232000
Lilya 4-ever,2002-08-23,"['Crime', 'Drama']",Swedish,7.7,462,11.805,4600000,"['Memfis Film', 'Det Danske Filminstitut', 'Film i Väst', 'Nordisk Film & TV Fond', 'Svenska Filminstitutet', 'SVT', 'Zentropa Entertainments']",1007747,109,-3592253
Red Joan,2018-09-13,"['Thriller', 'History']",English,6.7,315,13.564,0,"['Trademark Films', 'Cambridge Picture Company']",0,101,0
Day Watch,2006-01-01,"['Fantasy', 'Action', 'Horror', 'Thriller']",Russian,6.1,455,14.556,4200000,"['Bazelevs Production', 'Tabbak', 'First Channel', 'Fox Searchlight Pictures', '20th Century Fox']",42918532,145,38718532
Never Let Me Go,2010-03-18,"['Drama', 'Romance', 'Science Fiction']",English,6.9,2037,11.807,15000000,"['Fox Searchlight Pictures', 'DNA Films', 'Film4 Productions', 'Dune Entertainment']",9918093,104,-5081907
The Front Runner,2018-11-06,"['Drama', 'History']",English,5.9,308,12.813,25000000,"['Bron Studios', 'Right of Way Films', 'Creative Wealth Media Finance', 'Stage 6 Films']",3242235,113,-21757765
Memories of a Teenager,2019-11-18,['Drama'],Spanish,7.8,64,9.737,0,"['Sombracine Producciones', 'HD Argentina']",0,93,0
Winter's Bone,2010-06-11,"['Drama', 'Mystery']",English,6.8,1551,11.806,2000000,"['Anonymous Content', ""Winter's Bone Productions"", 'Fortissimo Films']",13831503,101,11831503
"Paris, 13th District",2021-11-03,"['Drama', 'Romance']",French,7.0,228,13.187,0,"['Page 114', 'France 2 Cinéma']",2200000,106,2200000
Behind Enemy Lines III: Colombia,2009-01-06,"['War', 'Action', 'Thriller']",English,5.7,133,11.805,0,"['WWE Studios', '20th Century Fox Home Entertainment']",0,94,0
A Most Wanted Man,2014-07-25,['Thriller'],English,6.5,1191,10.807,15000000,"['Amusement Park Films', 'Lionsgate', 'Demarest Films', 'FilmNation Entertainment', 'Senator Film', 'The Ink Factory', 'Film4 Productions', 'Potboiler Productions']",31554855,121,16554855
The Fall of the Roman Empire,1964-03-24,"['Drama', 'History', 'War']",English,6.5,158,10.053,19000000,"['Samuel Bronston Productions', 'Paramount']",4750000,188,-14250000
Champions,2018-04-06,"['Drama', 'Comedy']",Spanish,7.6,667,10.561,4920975,"['Películas Pendelton', 'Morena Films', 'Movistar+', 'Realizaciones Sol S.A.', 'TVE']",20121318,124,15200343
Hope Springs,2012-08-07,"['Drama', 'Comedy', 'Romance']",English,6.3,702,12.805,30000000,"['Columbia Pictures', 'Mandate Pictures', 'Escape Artists', 'Management 360', 'Metro-Goldwyn-Mayer', 'Mandate International']",114281051,100,84281051
The Wedding Unplanner,2020-02-14,"['Comedy', 'Romance']",Spanish,6.7,152,13.017,0,"['Atresmedia', 'El Álamo Producciones Cinematográficas S.L.', 'Bazelevs Production', 'Itala Film', 'Lemon Films']",3069303,110,3069303
The Last Warrior,2018-01-18,"['Action', 'Drama', 'Fantasy', 'History', 'Adventure']",Russian,6.0,101,12.011,2500000,['CTB Film Company'],1053002,105,-1446998
A Hologram for the King,2016-04-22,"['Comedy', 'Drama']",English,5.8,1016,11.558,30000000,"['Kasbah-Film Tanger', 'Playtone', '22h22', 'Fábrica de Cine', 'Primeridian Entertainment', 'X Filme Creative Pool']",4212494,97,-25787506
Gangs of Wasseypur - Part 1,2012-06-22,"['Action', 'Thriller', 'Crime']",Hindi,7.2,306,9.805,1400000,"['Anurag Kashyap Films', 'Jar Pictures']",4100000,160,2700000
Crayon Shin-chan: Super-Dimension! The Storm Called My Bride,2010-04-17,"['Animation', 'Comedy', 'Family']",Japanese,8.1,45,13.404,0,['Shin-Ei Animation'],0,99,0
A Chinese Torture Chamber Story,1994-05-19,"['Horror', 'Drama', 'Adventure', 'Comedy']",cn,5.5,31,10.731,0,"[""Wong Jing's Workshop Ltd.""]",0,93,0
The Magic Roundabout,2005-02-02,"['Animation', 'Family']",English,5.3,150,12.052,20000000,"['Action Synthese', 'UK Film Council', 'Pathé Renn Productions', 'Pricel', 'France 2 Cinéma', 'Canal+', 'Les Films Action', 'SPZ Entertainment', 'bolexbrothers']",0,85,-20000000
Rags,2012-05-28,"['TV Movie', 'Comedy', 'Drama', 'Music']",English,7.2,159,10.804,0,"['Nickelodeon Productions', 'Pacific Bay Entertainment', 'Pacific Bay Entertainment Canada']",0,88,0
The Comeback Trail,2020-11-12,"['Comedy', 'Crime']",English,5.9,232,12.771,0,"['Cloudburst Entertainment', 'Alla Prima Productions', 'Don Kee Productions', 'Ingenious Media', 'Living the Dream Films', 'Lucky 13 Productions', 'March On Productions', 'Rapid Farms Productions', 'Scoring Berlin', 'Sprockefeller Pictures', 'StoryBoard Media']",0,105,0
After the Wedding,2019-08-09,['Drama'],English,6.4,200,10.764,0,"['Paradox Studios', 'Ingenious Media', 'Rock Island Productions', 'Riverstone Pictures']",2790019,110,2790019
Village of the Damned,1960-06-16,"['Horror', 'Science Fiction']",English,7.2,356,14.552,200000,['Metro-Goldwyn-Mayer British Studios'],2175000,77,1975000
Miller's Crossing,1990-09-21,"['Drama', 'Thriller', 'Crime']",English,7.5,1412,15.051,14000000,"['Circle Films', '20th Century Fox']",5080409,115,-8919591
Lumberjack Man,2015-10-16,"['Horror', 'Comedy']",English,5.2,90,10.007,0,['Madisonian Films'],0,105,0
Nemesis,1992-12-26,"['Science Fiction', 'Thriller', 'Action']",English,5.5,121,10.301,0,"['Imperial Entertainment', 'Shah/Jensen', 'Scanbox']",2001124,97,2001124
Teen Wolf Too,1987-11-20,"['Comedy', 'Fantasy', 'Family']",English,4.1,161,10.051,3000000,['Atlantic Entertainment Group'],7900000,95,4900000
The Unforgiven,1960-04-06,"['Romance', 'Western']",English,6.3,149,11.551,5000000,"['Hill-Hecht-Lancaster Productions', 'James Productions', 'United Artists']",0,125,-5000000
Capricorn One,1977-12-10,"['Drama', 'Action', 'Thriller', 'Science Fiction']",English,6.8,383,13.3,5000000,"['Associated General Films', 'ITC Entertainment']",12000000,123,7000000
Perfect Strangers,2017-12-01,"['Drama', 'Comedy']",Spanish,6.7,596,11.058,0,"['Nadie es Perfecto', 'Mediaset España', 'Pokeepsie Films', 'Movistar+', 'Medusa Film', 'Telecinco Cinema']",0,101,0
D3: The Mighty Ducks,1996-10-04,"['Comedy', 'Action', 'Family', 'Drama']",English,6.0,390,13.801,0,['Avnet/Kerner Productions'],22955097,104,22955097
Breaking the Waves,1996-05-13,"['Drama', 'Romance']",Danish,7.5,826,14.8,0,"['Trust Film', 'Det Danske Filminstitut']",3803298,159,3803298
1987: When the Day Comes,2017-12-27,"['Drama', 'History', 'Thriller']",Korean,8.1,118,12.058,12308000,"['CJ Entertainment', 'Woojeong Film']",49380115,129,37072115
Rushmore,1998-12-11,"['Comedy', 'Drama']",English,7.4,2151,12.551,9000000,"['Touchstone Pictures', 'American Empirical Pictures']",17096053,93,8096053
The Kid,2019-03-08,"['Western', 'Drama', 'Action']",English,5.9,253,12.06,8000000,"['Suretone Pictures', 'Mimran Schur Pictures']",1561698,100,-6438302
Prime,2005-09-21,"['Comedy', 'Drama', 'Romance']",English,5.9,731,11.801,22000000,"['Universal Pictures', 'Team Todd', 'Prime Film Productions LLC', 'Younger Than You']",67900000,102,45900000
School Dance,2014-07-02,"['Comedy', 'Music', 'Drama']",English,7.5,122,13.054,0,"[""N' Credible Entertainment""]",0,85,0
Bringing Up Baby,1938-02-18,"['Comedy', 'Romance']",English,7.6,833,12.8,1073000,['RKO Radio Pictures'],0,102,-1073000
Elle,2016-05-25,"['Drama', 'Thriller']",French,6.7,1655,11.255,9804690,"['France 2 Cinéma', 'SBS Productions', 'Twenty Twenty Vision Filmproduktion', 'Proximus', 'Entre Chien et Loup']",2341534,130,-7463156
Free State of Jones,2016-06-24,"['Action', 'Drama', 'History', 'War']",English,6.7,1330,15.805,50000000,"['Vendian Entertainment', 'Larger Than Life Productions', 'STX Entertainment', 'Bluegrass Films', 'Rahway Road Productions', 'Huayi Brothers Pictures', 'IM Global', 'Route One Entertainment', 'Union Investment Partners']",25035950,140,-24964050
Adult World,2013-04-18,['Comedy'],English,6.1,337,12.053,0,"['Anonymous Content', 'Treehouse Pictures']",0,107,0
'71,2014-10-10,"['Thriller', 'Action', 'Drama', 'War']",English,6.8,980,14.054,11000000,"['BFI', 'Screen Yorkshire', 'Creative Scotland', 'Warp Films', 'Crab Apple Films', 'Film4 Productions']",3200000,99,-7800000
Darby O'Gill and the Little People,1959-06-24,"['Adventure', 'Family', 'Fantasy', 'Romance']",English,6.8,122,9.8,0,['Walt Disney Productions'],0,93,0
Unforgettable,2017-03-06,"['Drama', 'Thriller']",English,5.9,580,13.055,12000000,['Di Novi Pictures'],17768012,100,5768012
The Black Stallion,1979-10-13,"['Family', 'Adventure']",English,7.1,247,9.048,2700000,"['United Artists', 'Omni Zoetrope Studios']",37799643,118,35099643
